안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
창룡마트,,경기도 수원시 팔달구 창룡대로144번길 33,경기도 수원시 팔달구 우만동 596-29번지,37.2896656208,127.0259578388,S
GS25 매교푸르지오점,,경기도 수원시 팔달구 인계로 21,경기도 수원시 팔달구 인계동 1173번지,37.2717582090,127.0222803453,S
GS25 매교푸르지오점,,경기도 수원시 팔달구 인계로 21,경기도 수원시 팔달구 인계동 1173번지 126동 1502호,37.2729753317,127.0223403308,S
(수원시)인계문구,031-233-1107,경기도 수원시 팔달구 장다리로245번길 16,경기도 수원시 팔달구 인계동 257-9번지,37.2720255088,127.0259895070,S
투썸플레이스 수원드라마센터점,,경기도 수원시 팔달구 권광로255번길 8,경기도 수원시 팔달구 인계동 359-28번지,37.2700851175,127.0344721209,S
(수원시)투썸플레이스,031-216-0300,경기도 수원시 팔달구 권광로255번길 8,경기도 수원시 팔달구 인계동 359-28번지,37.2700851175,127.0344721209,S
(수원시)소담떡,031-215-0040,경기도 수원시 팔달구 권광로 246,경기도 수원시 팔달구 인계동 384번지 노블클래스1단지 상가,37.2689615485,127.0352798280,S
소담떡,,,경기도 수원시 팔달구 인계동 384번지 래미안노블클래스,37.2689615485,127.0352798280,S
세븐일레븐 수원푸른점,,경기도 수원시 팔달구 세지로 272,경기도 수원시 팔달구 인계동 746-2번지,37.2752798230,127.0238146864,S
(수원시)세븐일레븐 수원푸른점,031-225-8670,경기도 수원시 팔달구 세지로 272,경기도 수원시 팔달구 인계동 746-2번지,37.2752798230,127.0238146864,S
이마트24 인계아울렛점,,경기도 수원시 팔달구 중부대로60번길 40,경기도 수원시 팔달구 인계동 751-9번지,37.2746316663,127.0217884466,S
(수원시)이마트24인계아웃렛점,,경기도 수원시 팔달구 중부대로60번길 40,경기도 수원시 팔달구 인계동 751-9번지,37.2746316663,127.0217884466,S
인계 문구,,경기도 수원시 팔달구 장다리로 245,경기도 수원시 팔달구 인계동 968번지,37.2716128192,127.0264770964,S
(수원시)CU(수원성광점),031-234-2257,경기도 수원시 팔달구 장다리로 245,경기도 수원시 팔달구 인계동 968번지,37.2716128192,127.0264770964,S
CU 수원성광점,,경기도 수원시 팔달구 장다리로 245,경기도 수원시 팔달구 인계동 968번지 1층,37.2716128192,127.0264770964,S
어린왕자 문구,,경기도 수원시 팔달구 세지로294번길 3,경기도 수원시 팔달구 지동 123-97번지,37.2774080080,127.0240381602,S
동포 여행사,,경기도 수원시 팔달구 세지로 326,경기도 수원시 팔달구 지동 134-25번지,37.2801485788,127.0241224268,S
새광명마트,,경기도 수원시 팔달구 팔달문로103번길 8,경기도 수원시 팔달구 지동 479-12번지,37.2817031611,127.0274178622,S
세븐일레븐 수원남문2호점,,경기도 수원시 팔달구 정조로800번길 2,경기도 수원시 팔달구 팔달로1가 12-5번지,37.2794342505,127.0168962615,S
GS25 화서초교점,,,경기도 수원시 팔달구 화서동,,,F
송우,,경기도 수원시 팔달구 동말로77번길 47-40,경기도 수원시 팔달구 화서동 103-30번지,37.2811006539,127.0013974449,S
숙지서점,,경기도 수원시 팔달구 수성로182번길 107,경기도 수원시 팔달구 화서동 244-2번지,37.2825406469,126.9944954141,S
딱따구리문구,,경기도 수원시 팔달구 수성로182번길 107,경기도 수원시 팔달구 화서동 244-2번지,37.2825406469,126.9944954141,S
성약국,,경기도 수원시 팔달구 덕영대로 695,경기도 수원시 팔달구 화서동 644-8번지 화서프라자 101호,37.2847221746,126.9903293916,S
한샘어린이집,,,경기도 수원시 팔달구 화서동 650번지 화서주공아파트,37.2845399682,126.9919776513,S
나들가게 동광마트,,경기도 수원시 팔달구 팔달로 131,경기도 수원시 팔달구 화서동 71-12번지,37.2802744642,127.0042793976,S
자연과아이들 지역아동센터,031-495-3355,경기도 시흥시 군자로481번길 15,경기도 시흥시 거모동 1718-4번지 자연과아이들지역아동센터,37.3481085021,126.7850241195,S
작은화가마을 미술교습소,031-401-3669,경기도 시흥시 군자로477번안길 11,경기도 시흥시 거모동 1724-1번지,37.3481674181,126.7828445076,S
cu시흥행운점,031-494-1070,경기도 시흥시 군자로 474,경기도 시흥시 거모동 1728-6번지 삼성프라자 1층 101호,37.3472228121,126.7831470399,S
군자우체국,031-484-5060,경기도 시흥시 군자로 510,경기도 시흥시 거모동 1742-3번지 군자우체국,37.3445915124,126.7847526406,S
세븐일레븐 시흥거모점,031-491-9539,경기도 시흥시 한우물로 1,경기도 시흥시 거모동 1754-4번지 세븐일레븐시흥거모점,37.3427530923,126.7848152362,S
동보식당,031-433-7246,경기도 시흥시 군자로315번길 7,경기도 시흥시 거모동 638번지,37.3585359717,126.7729670037,S
대우약국,031-405-6169,경기도 시흥시 수인로2421번길 109,경기도 시흥시 논곡동 160-31번지 대우약국,37.3873446380,126.8604952347,S
2단지 코사마트,031-311-2221,경기도 시흥시 승지로 87,경기도 시흥시 능곡동 502번지 2단지코사마트,37.3717495508,126.8105161807,S
GS25능곡해피점,031-318-2346,경기도 시흥시 능곡로 120,경기도 시흥시 능곡동 712번지 신일해피트리아파트 712호,37.3663906547,126.8174653553,S
대우세탁소,031-318-3335,,경기도 시흥시 능곡동 782번지 시흥능곡신안인스빌아파트 12단지대우세탁소,37.3650786365,126.8088381077,S
cu능곡주공9단지점,031-317-9104,,경기도 시흥시 능곡동 787번지 휴먼시아,37.3661898379,126.8123626702,S
21세기 세탁소,031-314-0969,경기도 시흥시 대야로 36-1,경기도 시흥시 대야동 455-14번지 21C 세탁소,37.4464161758,126.7903300651,S
신천그랜드약국,031-312-0993,경기도 시흥시 복지로 55,경기도 시흥시 대야동 469-6번지 1층,37.4443378072,126.7894566117,S
대야우체국,031-312-6420,경기도 시흥시 호현로 58,경기도 시흥시 대야동 485번지 시흥대야동우체국,37.4453617229,126.7858632353,S
CU 시흥연합점,031-312-2401,경기도 시흥시 복지로53번길 15,경기도 시흥시 대야동 488번지 CU시흥연합점,37.4447157071,126.7878477380,S
HY은계점,031-313-3434,경기도 시흥시 호현로34번안길 5,경기도 시흥시 대야동 496-7번지,37.4433795350,126.7859951228,S
세븐일레븐 시흥대야제일점,031-311-3104,경기도 시흥시 복지로 90,경기도 시흥시 대야동 568-1번지,37.4470010817,126.7916698675,S
세븐일레븐 시흥매화중앙점,031-404-7587,,경기도 시흥시 매화동 312번지 하이드파크,37.4150932831,126.8084691754,S
일신매화지역아동센터,031-315-9123,경기도 시흥시 매화2로48번길 6-4,경기도 시흥시 매화동 355-6번지 일신매화지역아동센터,37.4166663255,126.8092683640,S
세븐일레븐 배곧대방점,,,경기도 시흥시 배곧동 55번지 시흥배곧신도시대방노블랜드엘리트시티,37.3753283168,126.7371708586,S
CU뉴목감산현점,,경기도 시흥시 산현마을길 25-1,경기도 시흥시 산현동 508-4번지,37.3754772928,126.8447045499,S
세븐일레븐 시흥도원초교점,031-404-8634,경기도 시흥시 수인로3413번길 33,경기도 시흥시 신천동 817-1번지 1층,37.4394483655,126.7783682749,S
초록세상 지역아동센터,031-317-0223,경기도 시흥시 신천로79번길 21,경기도 시흥시 신천동 843-6번지,37.4373073718,126.7835094591,S
백제당약국,031-315-4848,경기도 시흥시 시흥대로 1075,경기도 시흥시 신천동 883-8번지 백제당약국,37.4319187536,126.7927388647,S
풍림월드유치원,031-318-8518,경기도 시흥시 월곶중앙로 90,경기도 시흥시 월곶동 1010-4번지 풍림월드유치원,37.3902457487,126.7357544930,S
GS25월곶풍림점,031-435-4657,경기도 시흥시 월곶중앙로14번길 27,경기도 시흥시 월곶동 994번지,37.3890720433,126.7438660226,S
CU시흥금바위점,031-311-1554,경기도 시흥시 검바위1로3번길 21,경기도 시흥시 은행동 324-1번지 시흥시 검바위1로3번길 21 1층,37.4315430435,126.7932171236,S
세븐일레븐 시흥은행2호점,031-318-4337,경기도 시흥시 은행로149번길 12,경기도 시흥시 은행동 534-3번지 세븐일레븐시흥은행2점,37.4440921167,126.7981184411,S
연성우체국,031-317-8260,경기도 시흥시 장곡로54번길 42,경기도 시흥시 장곡동 793-2번지 연성동우체국,37.3821856678,126.7814588796,S
꿈나래유치원,031-435-3344,경기도 시흥시 장곡로70번길 7-3,경기도 시흥시 장곡동 801-2번지,37.3801529054,126.7806876095,S
GS25장곡본점,,경기도 시흥시 진말로 46-1,경기도 시흥시 장곡동 829번지 진말삼환한진아파트 101호,37.3814563165,126.7875427754,S
HY연성점,031-404-1646,경기도 시흥시 진살미길 31,경기도 시흥시 장곡동 867-8번지 1층,37.3820730512,126.7836964656,S
세븐일레븐 네이처뷰점,031-314-8488,,경기도 시흥시 장현동 656번지 네이처뷰,37.3832906064,126.7988550094,S
푸른 지역아동센터,031-499-7359,경기도 시흥시 정왕천로447번길 6,경기도 시흥시 정왕동 1165-6번지 푸른지역아동센터,37.3472684750,126.7540854096,S
GS25시 시화시티점,031-431-8874,경기도 시흥시 정왕시장길 62,경기도 시흥시 정왕동 1189-11번지 GS25시화시티,37.3460667034,126.7493441685,S
세븐일레븐 시흥정왕5호점,,경기도 시흥시 정왕천로423번길 1,경기도 시흥시 정왕동 1195-1번지,37.3451771779,126.7526384026,S
세븐일레븐 시흥정왕본점,031-434-2231,경기도 시흥시 정왕천로411번길 11,경기도 시흥시 정왕동 1198-1번지,37.3447968576,126.7509373965,S
정왕우체국,031-497-2205,경기도 시흥시 군서마을로 32,경기도 시흥시 정왕동 1213번지 정왕동우체국,37.3450057160,126.7483386368,S
cu정왕본동점,031-431-5411,경기도 시흥시 군서마을로 18-4,경기도 시흥시 정왕동 1214번지 CU정왕본동점,37.3444098636,126.7496090390,S
영광슈퍼,031-499-0890,경기도 시흥시 큰솔로7번안길 4,경기도 시흥시 정왕동 1417-9번지,37.3393485619,126.7503028773,S
세븐일레븐 시흥정왕그린점,031-319-8143,경기도 시흥시 큰솔로8번안길 1,경기도 시흥시 정왕동 1427-8번지 102호,37.3378749654,126.7524624096,S
예당마트,031-499-6934,경기도 시흥시 큰솔로 68-2,경기도 시흥시 정왕동 1545번지 예당마트,37.3429262063,126.7544557621,S
CU 시화매직점,031-432-8030,경기도 시흥시 봉우재로 23-29,경기도 시흥시 정왕동 1609번지 CU시화매직점,37.3466348665,126.7409160415,S
CU 시화서촌점,031-319-5356,경기도 시흥시 중심상가로 143,경기도 시흥시 정왕동 1728-10번지,37.3470928786,126.7322743986,S
GS25시 시화영남점,031-499-6242,경기도 시흥시 중심상가로 228,경기도 시흥시 정왕동 1790번지 영남아파트 단지 상가 1층,37.3422258091,126.7393008664,S
플러스문구,031-431-0079,경기도 시흥시 중심상가로 104,경기도 시흥시 정왕동 1848-4번지,37.3490411068,126.7283141670,S
세븐일레븐 시화하나점,031-498-8010,경기도 시흥시 옥구상가1길 17,경기도 시흥시 정왕동 1857-7번지 세븐일레븐시화하나점,37.3534612336,126.7219571484,S
GS25시 시화세종점,031-509-3325,경기도 시흥시 정왕대로 56,경기도 시흥시 정왕동 1861-1번지 GS25시화세종,37.3545138727,126.7230302519,S
옥터문구,031-433-9068,경기도 시흥시 옥터로 34,경기도 시흥시 정왕동 1990-5번지 옥터문구,37.3449745442,126.6916636060,S
CU오이도점,031-434-4822,경기도 시흥시 오이도로135번길 43,경기도 시흥시 정왕동 2007-12번지,37.3445177227,126.6881347900,S
세븐일레븐 시흥정왕역점,031-432-4266,경기도 시흥시 오동마을로6번길 17,경기도 시흥시 정왕동 2321-7번지,37.3521994574,126.7428133568,S
CU목감 LH13단지점,031-401-6662,,경기도 시흥시 조남동 700번지 시흥목감엘에이치13단지,37.3791867233,126.8587347026,S
K할인마트,031-317-5550,경기도 시흥시 연성로29번길 32,경기도 시흥시 하중동 855번지,37.3934899661,126.8057981954,S
참이슬문구,031-317-8957,경기도 시흥시 연성로29번길 32,경기도 시흥시 하중동 855번지 참이슬문구,37.3934899661,126.8057981954,S
CU시흥연성점,031-317-2693,경기도 시흥시 연성로29번길 19,경기도 시흥시 하중동 865-3번지 CU시흥연성점,37.3922919443,126.8059335115,S
(안산시)정원문구,031-414-9981,경기도 안산시 단원구 큰우물길 33,경기도 안산시 단원구 고잔동 576번지 정원 상가 102호,37.3243337689,126.8255323045,S
(안산시)문구나라,031-487-2510,경기도 안산시 단원구 단원로 67,경기도 안산시 단원구 고잔동 603번지,37.3266098806,126.8263472149,S
(안산시)반도슈퍼,,경기도 안산시 단원구 당곡2로 23,경기도 안산시 단원구 고잔동 671-2번지,37.3249083805,126.8378976984,S
(안산시)동산준마트,031-401-4900,경기도 안산시 단원구 당곡1로 27,경기도 안산시 단원구 고잔동 672-6번지,37.3228624803,126.8379382219,S
(안산시)참좋은약국,031-482-1652,경기도 안산시 단원구 예술대학로 83,경기도 안산시 단원구 고잔동 675-1번지,37.3244082237,126.8371120032,S
(안산시)GS25푸르지오5차점,031-486-8090,경기도 안산시 단원구 광덕2로 121,경기도 안산시 단원구 고잔동 712번지 안산고잔5차푸르지오 104호,37.3111500537,126.8245554630,S
(안산시)CU고잔이편한점,,,경기도 안산시 단원구 고잔동 720번지 광덕서로15 호수공원아파트 서문상가 105호,37.3059864344,126.8263619803,S
(안산시)아이디팬시문구,031-402-4532,경기도 안산시 단원구 민속공원로 76,경기도 안산시 단원구 고잔동 757-2번지 104호,37.3122138824,126.8389569940,S
